ProductID,PredictedOrderQty,LastMonthSales,PercentageIncrease
722,26.80629922344601,23.0,77.69941803897395
738,46.09931026428731,46.0,69.84743979437471
742,20.895330242382215,35.0,57.24748011611565
743,45.58660342145609,49.0,69.07061124463044
747,18.408544303940804,33.0,50.434367956002205
748,56.29510868014386,46.0,84.65429876713362
717,16.535509358453844,17.0,76.90934585327369
718,18.239981154953938,17.0,82.90900524979062
736,6.286867129077601,1.0,419.1244752718401
739,13.476427343625435,14.0,79.2731020213261
779,119.43368758543116,146.0,123.76547936314111
780,123.78004856018869,107.0,163.94708418568038
781,89.57092039485065,113.0,106.63204808910791
782,130.4414202077947,166.0,119.67102771357312
783,104.38181455978854,156.0,105.43617632301871
784,83.4371585432891,111.0,103.64864415315415
792,52.215782662153664,34.0,274.81990874817717
793,78.90321762032788,45.0,292.2341393345477
794,67.68281543819252,61.0,199.06710422997799
795,56.91459444446587,43.0,214.77205450741837
796,46.077065158615284,33.0,200.33506590702297
797,74.65282808581824,77.0,143.56313093426584
798,90.85667579731154,67.0,197.51451260285117
799,83.59430192578505,62.0,179.77269231351622
800,59.54779412858012,42.0,175.14057096641213
801,74.6112299276506,74.0,146.29652926990312
808,26.91037883130206,30.0,50.774299681702004
809,58.04320908930034,65.0,75.87347593372593
810,23.04014531632727,26.0,74.32304940750733
813,24.55671422824492,25.0,59.17280536926487
822,10.542827938485424,25.0,20.27466911247197
835,49.869790419477766,49.0,195.56780556657947
836,13.926741299119648,40.0,26.78219480599932
838,25.75765179853812,22.0,117.08023544790053
885,38.111454497074426,52.0,67.45390176473349
886,50.929330220723614,36.0,106.1027712931742
887,12.642123855208549,5.0,120.40117957341477
888,7.475117292181729,2.0,124.58528820302881
889,37.64496232513515,63.0,51.92408596570365
890,11.700350560308197,12.0,70.91121551701937
891,15.504931476469588,17.0,88.59960843696908
892,46.768575765209306,66.0,64.50838036580593
893,38.18087253331317,49.0,75.60568818477856
894,42.3471068052752,51.0,74.29316983381614
895,17.678608568635326,24.0,49.79889737643754
896,22.20401505149139,15.0,87.074568829378
899,6.15580006163923,17.0,24.140392398585213
900,18.77476360336135,15.0,73.6265239347504
904,68.10697322659365,81.0,63.65137684728379
905,46.137598181097815,59.0,68.35199730533009
906,12.43763124284707,5.0,88.84022316319336
917,51.09199948428035,51.0,75.69185108782274
918,33.770171263161565,42.0,55.81846489778771
920,29.94605466212669,32.0,72.15916786054625
